timestamp,soil_moisture,soil_temp_C,soil_EC_dS_m,soil_pH,air_temp_C,rain_last_24h_mm,forecast_rain_24h_mm,crop_stage,root_zone_depth_m,field_capacity,wilting_point,root_zone_deficit_mm,IrrigateTomorrow
2025-09-22 09:00:00,0.223,31.31,0.76,6.64,23.2,0.1,0.4,vegetative,0.3,0.28,0.12,17.1,0
2025-09-22 10:00:00,0.203,20.94,0.74,6.57,25.1,1.3,0.5,flowering,0.3,0.28,0.12,23.2,0
2025-09-22 11:00:00,0.271,20.72,0.6,7.3,24.9,0.0,2.8,vegetative,0.6,0.32,0.14,29.5,0
2025-09-22 12:00:00,0.173,25.05,0.61,6.75,26.6,0.4,1.4,vegetative,0.6,0.32,0.14,88.1,1
2025-09-22 13:00:00,0.191,20.35,0.7,6.12,19.7,0.6,1.2,flowering,0.6,0.32,0.14,77.3,1
2025-09-22 14:00:00,0.331,31.09,0.77,6.64,33.4,2.8,0.6,vegetative,0.3,0.28,0.12,-15.4,0
2025-09-22 15:00:00,0.178,22.96,0.89,6.48,27.9,0.4,0.4,vegetative,0.3,0.28,0.12,30.5,1
2025-09-22 16:00:00,0.166,20.4,0.73,6.1,29.0,1.5,0.1,maturity,0.3,0.28,0.12,34.2,1
2025-09-22 17:00:00,0.249,19.3,0.8,6.07,32.6,0.5,0.6,vegetative,0.6,0.32,0.14,42.4,0
2025-09-22 18:00:00,0.137,17.34,0.54,6.64,32.2,0.1,0.2,vegetative,0.6,0.32,0.14,109.9,1
2025-09-22 19:00:00,0.211,18.86,0.9,6.71,25.1,0.1,0.5,vegetative,0.6,0.32,0.14,65.6,1
2025-09-22 20:00:00,0.306,20.25,0.76,6.19,31.0,0.6,0.2,vegetative,0.3,0.28,0.12,-7.7,0
2025-09-22 21:00:00,0.158,19.56,0.7,6.79,31.0,0.1,0.4,flowering,0.3,0.28,0.12,36.5,1
2025-09-22 22:00:00,0.141,18.71,0.68,6.59,29.6,0.8,0.0,vegetative,0.3,0.28,0.12,41.8,1
2025-09-22 23:00:00,0.16,32.49,0.59,6.86,33.3,0.7,0.0,flowering,0.3,0.28,0.12,36.0,1
2025-09-23 00:00:00,0.256,16.85,0.62,6.83,32.0,1.2,2.0,vegetative,0.3,0.28,0.12,7.2,0
2025-09-23 01:00:00,0.265,22.73,0.89,6.45,31.6,0.2,1.0,maturity,0.3,0.28,0.12,4.5,0
2025-09-23 02:00:00,0.199,24.96,0.6,6.99,34.8,0.9,0.9,maturity,0.3,0.28,0.12,24.2,1
2025-09-23 03:00:00,0.247,25.15,0.6,6.16,28.1,0.2,0.7,vegetative,0.3,0.28,0.12,9.8,0
2025-09-23 04:00:00,0.276,21.71,0.63,7.22,28.3,1.3,1.3,vegetative,0.3,0.28,0.12,1.3,0
2025-09-23 05:00:00,0.291,20.8,0.58,6.24,32.1,0.4,1.3,flowering,0.6,0.32,0.14,17.1,0
2025-09-23 06:00:00,0.21,24.26,0.7,6.49,27.1,1.0,2.7,vegetative,0.6,0.32,0.14,65.9,1
2025-09-23 07:00:00,0.128,23.33,0.81,6.33,30.4,2.1,0.3,vegetative,0.3,0.28,0.12,45.6,1
2025-09-23 08:00:00,0.187,20.71,0.64,6.39,25.2,0.7,1.5,vegetative,0.6,0.32,0.14,79.7,1
2025-09-23 09:00:00,0.203,14.19,0.56,7.38,16.6,0.2,4.7,vegetative,0.3,0.28,0.12,23.1,0
2025-09-23 10:00:00,0.21,19.66,0.73,6.36,31.0,2.2,0.0,vegetative,0.6,0.32,0.14,66.2,1
2025-09-23 11:00:00,0.212,16.27,0.69,6.76,20.3,0.4,0.5,flowering,0.3,0.28,0.12,20.3,0
2025-09-23 12:00:00,0.265,18.66,0.8,6.43,24.5,1.3,0.6,vegetative,0.6,0.32,0.14,33.1,0
2025-09-23 13:00:00,0.271,22.17,0.65,6.78,32.1,0.4,1.7,vegetative,0.3,0.28,0.12,2.7,0
2025-09-23 14:00:00,0.213,23.79,0.67,6.34,32.2,0.4,0.0,vegetative,0.3,0.28,0.12,20.1,0
2025-09-23 15:00:00,0.264,30.9,0.69,6.58,33.9,1.0,0.9,flowering,0.6,0.32,0.14,33.6,0
2025-09-23 16:00:00,0.234,19.31,0.71,6.69,17.9,0.2,2.2,maturity,0.3,0.28,0.12,13.7,0
2025-09-23 17:00:00,0.223,25.87,0.66,6.28,29.5,2.0,0.2,flowering,0.3,0.28,0.12,17.2,0
2025-09-23 18:00:00,0.256,23.53,0.64,7.33,26.7,0.5,0.1,maturity,0.3,0.28,0.12,7.1,0
2025-09-23 19:00:00,0.223,28.48,0.51,6.7,32.9,0.0,8.5,vegetative,0.6,0.32,0.14,58.3,0
2025-09-23 20:00:00,0.302,24.88,0.64,6.43,35.4,0.4,1.7,vegetative,0.3,0.28,0.12,-6.7,0
2025-09-23 21:00:00,0.162,16.96,0.77,6.29,21.5,1.5,1.2,maturity,0.6,0.32,0.14,94.5,1
2025-09-23 22:00:00,0.199,13.38,0.79,6.53,28.1,2.0,0.5,vegetative,0.6,0.32,0.14,72.4,1
2025-09-23 23:00:00,0.215,23.56,0.65,6.14,32.2,0.8,1.9,maturity,0.3,0.28,0.12,19.5,0
2025-09-24 00:00:00,0.238,19.36,0.83,7.03,26.3,0.3,2.6,flowering,0.3,0.28,0.12,12.7,0
2025-09-24 01:00:00,0.271,17.1,0.7,6.63,36.7,0.8,1.3,maturity,0.3,0.28,0.12,2.8,0
2025-09-24 02:00:00,0.219,15.66,0.57,6.47,26.0,1.8,0.5,vegetative,0.3,0.28,0.12,18.3,0
2025-09-24 03:00:00,0.163,22.8,0.53,6.81,26.5,0.4,0.9,vegetative,0.6,0.32,0.14,94.1,1
2025-09-24 04:00:00,0.254,29.54,0.82,6.28,22.6,0.5,0.1,vegetative,0.3,0.28,0.12,7.9,0
2025-09-24 05:00:00,0.25,19.96,0.66,6.15,28.8,0.8,0.2,vegetative,0.6,0.32,0.14,41.9,0
2025-09-24 06:00:00,0.142,24.95,0.58,6.46,12.9,2.2,1.5,maturity,0.3,0.28,0.12,41.3,1
2025-09-24 07:00:00,0.22,21.49,0.47,6.54,26.8,0.9,0.0,vegetative,0.3,0.28,0.12,18.0,0
2025-09-24 08:00:00,0.156,15.55,0.66,6.66,34.3,0.2,0.1,flowering,0.3,0.28,0.12,37.1,1
2025-09-24 09:00:00,0.193,25.67,0.74,6.06,21.0,0.1,0.7,flowering,0.3,0.28,0.12,26.0,1
2025-09-24 10:00:00,0.184,16.53,0.63,6.36,19.9,0.1,0.2,vegetative,0.3,0.28,0.12,28.8,1
2025-09-24 11:00:00,0.252,22.11,0.59,5.57,33.6,3.0,0.3,maturity,0.6,0.32,0.14,40.6,0
2025-09-24 12:00:00,0.225,20.29,0.65,6.15,34.3,1.7,0.5,maturity,0.3,0.28,0.12,16.6,0
2025-09-24 13:00:00,0.169,26.47,0.82,6.71,21.2,1.5,0.7,flowering,0.6,0.32,0.14,90.9,1
2025-09-24 14:00:00,0.255,16.71,0.56,6.79,36.7,0.7,0.3,maturity,0.3,0.28,0.12,7.4,0
2025-09-24 15:00:00,0.163,23.95,0.64,6.16,30.2,1.1,0.7,vegetative,0.3,0.28,0.12,35.2,1
2025-09-24 16:00:00,0.233,17.8,0.82,6.4,33.2,0.1,0.5,vegetative,0.3,0.28,0.12,14.0,0
2025-09-24 17:00:00,0.187,19.44,0.75,6.51,24.0,1.0,0.1,vegetative,0.6,0.32,0.14,79.5,1
2025-09-24 18:00:00,0.205,5.0,0.72,6.82,35.4,1.7,2.0,maturity,0.3,0.28,0.12,22.4,0
2025-09-24 19:00:00,0.24,32.46,0.64,6.96,26.7,0.1,0.3,flowering,0.6,0.32,0.14,47.9,0
2025-09-24 20:00:00,0.241,24.75,0.7,6.55,26.4,0.4,0.9,maturity,0.6,0.32,0.14,47.5,0
2025-09-24 21:00:00,0.273,18.16,0.65,6.42,30.4,0.1,0.8,vegetative,0.3,0.28,0.12,2.0,0
2025-09-24 22:00:00,0.217,16.38,0.61,6.07,26.0,0.3,0.2,vegetative,0.3,0.28,0.12,19.0,0
2025-09-24 23:00:00,0.232,19.52,0.59,6.53,20.4,1.5,0.0,flowering,0.3,0.28,0.12,14.3,0
2025-09-25 00:00:00,0.202,25.58,0.78,7.12,28.7,0.4,1.9,vegetative,0.3,0.28,0.12,23.3,0
2025-09-25 01:00:00,0.227,12.54,0.69,6.89,26.4,1.2,0.7,maturity,0.6,0.32,0.14,55.6,1
2025-09-25 02:00:00,0.238,21.29,0.73,6.55,24.2,1.5,0.5,vegetative,0.3,0.28,0.12,12.7,0
2025-09-25 03:00:00,0.216,30.85,0.72,6.59,34.2,1.7,1.4,flowering,0.6,0.32,0.14,62.4,1
2025-09-25 04:00:00,0.148,16.33,0.74,6.29,40.0,2.1,0.0,flowering,0.3,0.28,0.12,39.6,1
2025-09-25 05:00:00,0.233,22.4,0.67,6.39,23.4,0.9,1.4,flowering,0.3,0.28,0.12,14.0,0
2025-09-25 06:00:00,0.235,33.02,0.65,6.54,29.0,0.3,0.5,flowering,0.3,0.28,0.12,13.6,0
2025-09-25 07:00:00,0.193,25.16,0.62,6.55,26.0,0.2,0.8,vegetative,0.6,0.32,0.14,76.3,1
2025-09-25 08:00:00,0.169,22.63,0.56,6.8,39.4,0.7,1.4,maturity,0.6,0.32,0.14,90.8,1
2025-09-25 09:00:00,0.279,24.53,0.59,6.79,30.5,0.1,0.8,vegetative,0.3,0.28,0.12,0.3,0
2025-09-25 10:00:00,0.24,20.0,0.66,6.66,32.6,2.4,0.1,vegetative,0.6,0.32,0.14,48.2,0
2025-09-25 11:00:00,0.211,28.5,0.54,6.2,33.9,0.6,1.3,flowering,0.3,0.28,0.12,20.7,0
2025-09-25 12:00:00,0.175,20.0,0.56,6.21,28.7,2.1,1.5,flowering,0.6,0.32,0.14,87.3,1
2025-09-25 13:00:00,0.187,12.2,0.8,6.23,27.1,1.2,0.6,maturity,0.3,0.28,0.12,27.9,1
2025-09-25 14:00:00,0.272,20.04,0.72,6.57,35.6,1.9,0.6,maturity,0.6,0.32,0.14,28.7,0
2025-09-25 15:00:00,0.226,17.17,0.65,5.89,31.9,2.2,0.3,vegetative,0.3,0.28,0.12,16.3,0
2025-09-25 16:00:00,0.198,20.59,0.93,6.5,23.8,0.1,1.0,vegetative,0.6,0.32,0.14,73.2,1
2025-09-25 17:00:00,0.24,20.7,0.54,6.92,24.4,1.3,2.1,vegetative,0.3,0.28,0.12,11.9,0
2025-09-25 18:00:00,0.187,27.99,0.8,6.7,26.1,0.3,1.1,vegetative,0.3,0.28,0.12,27.8,1
2025-09-25 19:00:00,0.28,25.48,0.69,6.39,33.8,4.5,1.5,vegetative,0.6,0.32,0.14,24.0,0
2025-09-25 20:00:00,0.274,23.32,0.78,6.29,35.4,1.5,1.8,flowering,0.3,0.28,0.12,1.8,0
2025-09-25 21:00:00,0.201,21.99,0.71,6.74,38.8,0.0,0.3,maturity,0.3,0.28,0.12,23.6,0
2025-09-25 22:00:00,0.195,16.71,0.51,6.59,24.5,2.6,0.5,maturity,0.6,0.32,0.14,75.1,1
2025-09-25 23:00:00,0.115,11.09,0.71,6.43,28.7,0.3,0.6,vegetative,0.3,0.28,0.12,49.4,1
2025-09-26 00:00:00,0.161,22.57,0.73,6.32,26.0,0.5,0.8,flowering,0.3,0.28,0.12,35.8,1
2025-09-26 01:00:00,0.166,25.97,0.48,6.52,27.1,0.9,0.1,flowering,0.6,0.32,0.14,92.1,1
2025-09-26 02:00:00,0.225,21.46,0.89,6.41,32.6,2.5,0.9,flowering,0.3,0.28,0.12,16.4,0
2025-09-26 03:00:00,0.207,19.33,0.73,6.74,27.8,2.6,0.1,vegetative,0.6,0.32,0.14,67.8,1
2025-09-26 04:00:00,0.166,24.32,0.77,6.87,34.6,0.8,1.6,vegetative,0.6,0.32,0.14,92.3,1
2025-09-26 05:00:00,0.209,21.58,0.58,6.09,25.4,0.4,3.3,maturity,0.3,0.28,0.12,21.4,0
2025-09-26 06:00:00,0.24,30.43,0.77,6.13,31.7,0.3,0.3,flowering,0.3,0.28,0.12,11.9,0
2025-09-26 07:00:00,0.241,28.16,0.81,6.9,25.8,0.5,0.7,flowering,0.6,0.32,0.14,47.3,0
2025-09-26 08:00:00,0.144,26.8,0.73,6.55,18.8,0.2,1.7,maturity,0.6,0.32,0.14,105.6,1
2025-09-26 09:00:00,0.215,25.79,0.7,6.16,22.9,1.1,0.4,vegetative,0.3,0.28,0.12,19.5,0
2025-09-26 10:00:00,0.165,15.55,0.61,6.79,28.6,0.8,0.2,vegetative,0.3,0.28,0.12,34.6,1
2025-09-26 11:00:00,0.256,25.31,0.68,6.6,37.6,1.5,1.3,vegetative,0.6,0.32,0.14,38.4,0
2025-09-26 12:00:00,0.251,23.88,0.65,7.16,25.7,0.1,1.2,flowering,0.3,0.28,0.12,8.6,0
2025-09-26 13:00:00,0.184,25.03,0.76,6.43,27.2,0.5,0.8,vegetative,0.6,0.32,0.14,81.6,1
2025-09-26 14:00:00,0.189,24.46,0.62,6.83,30.4,0.3,2.9,flowering,0.6,0.32,0.14,78.4,1
2025-09-26 15:00:00,0.202,24.26,0.76,6.07,25.0,0.8,3.1,vegetative,0.3,0.28,0.12,23.5,0
2025-09-26 16:00:00,0.13,35.5,0.62,6.92,25.6,0.6,2.0,vegetative,0.6,0.32,0.14,114.1,1
2025-09-26 17:00:00,0.233,21.62,0.67,6.78,28.4,0.6,0.3,maturity,0.6,0.32,0.14,51.9,0
2025-09-26 18:00:00,0.209,26.68,0.76,6.98,25.8,0.4,0.3,vegetative,0.6,0.32,0.14,66.5,1
2025-09-26 19:00:00,0.259,19.65,0.63,6.83,19.1,1.3,1.8,vegetative,0.6,0.32,0.14,36.7,0
2025-09-26 20:00:00,0.176,25.95,0.77,6.47,24.7,0.7,1.1,maturity,0.3,0.28,0.12,31.2,1
2025-09-26 21:00:00,0.195,26.7,0.76,6.15,31.1,0.2,0.5,flowering,0.3,0.28,0.12,25.4,1
2025-09-26 22:00:00,0.16,23.82,0.67,6.32,31.2,0.8,0.5,vegetative,0.3,0.28,0.12,36.1,1
2025-09-26 23:00:00,0.18,30.35,0.82,5.97,34.7,0.9,1.9,vegetative,0.6,0.32,0.14,84.1,1
2025-09-27 00:00:00,0.173,17.58,0.71,6.22,34.3,0.0,0.2,vegetative,0.3,0.28,0.12,32.2,1
2025-09-27 01:00:00,0.26,19.56,0.81,6.63,23.5,0.2,2.9,flowering,0.3,0.28,0.12,6.0,0
2025-09-27 02:00:00,0.192,23.06,0.88,6.49,24.3,0.3,1.0,vegetative,0.6,0.32,0.14,76.8,1
2025-09-27 03:00:00,0.225,26.4,0.68,6.43,24.5,0.3,1.6,maturity,0.3,0.28,0.12,16.5,0
2025-09-27 04:00:00,0.205,22.9,0.76,6.26,27.2,0.3,0.5,flowering,0.6,0.32,0.14,69.1,1
2025-09-27 05:00:00,0.169,28.43,0.64,5.97,24.9,0.3,0.9,vegetative,0.3,0.28,0.12,33.2,1
2025-09-27 06:00:00,0.213,18.69,0.6,6.55,27.1,0.3,1.4,flowering,0.6,0.32,0.14,64.0,1
2025-09-27 07:00:00,0.244,16.3,0.68,6.61,23.6,2.2,0.6,vegetative,0.3,0.28,0.12,10.8,0
2025-09-27 08:00:00,0.172,23.54,0.56,6.2,31.9,0.4,0.7,vegetative,0.3,0.28,0.12,32.5,1
2025-09-27 09:00:00,0.252,21.61,0.61,6.34,23.3,0.4,0.9,flowering,0.3,0.28,0.12,8.3,0
2025-09-27 10:00:00,0.186,24.71,0.76,6.96,23.0,0.3,0.1,vegetative,0.6,0.32,0.14,80.4,1
2025-09-27 11:00:00,0.201,21.86,0.65,6.85,30.6,3.4,2.0,flowering,0.3,0.28,0.12,23.8,0
2025-09-27 12:00:00,0.241,20.3,0.77,6.05,31.6,0.8,2.0,maturity,0.3,0.28,0.12,11.6,0
2025-09-27 13:00:00,0.193,21.63,0.73,6.47,26.9,0.9,0.3,maturity,0.3,0.28,0.12,26.0,1
2025-09-27 14:00:00,0.222,22.14,0.89,6.94,32.3,1.3,2.1,flowering,0.3,0.28,0.12,17.5,0
2025-09-27 15:00:00,0.207,20.48,0.75,6.44,32.0,0.4,1.4,maturity,0.3,0.28,0.12,21.8,0
2025-09-27 16:00:00,0.225,20.98,0.81,6.42,37.5,3.5,0.7,vegetative,0.6,0.32,0.14,56.9,1
2025-09-27 17:00:00,0.125,19.98,0.74,6.83,31.7,0.2,0.4,flowering,0.6,0.32,0.14,117.1,1
2025-09-27 18:00:00,0.147,26.28,0.73,6.8,36.5,0.6,0.5,vegetative,0.6,0.32,0.14,103.9,1
2025-09-27 19:00:00,0.245,22.97,0.82,6.78,28.3,0.2,0.8,vegetative,0.3,0.28,0.12,10.6,0
2025-09-27 20:00:00,0.261,33.28,0.77,6.42,35.0,1.6,0.5,flowering,0.3,0.28,0.12,5.6,0
2025-09-27 21:00:00,0.184,22.8,0.72,6.7,35.1,0.1,0.5,vegetative,0.3,0.28,0.12,28.9,1
2025-09-27 22:00:00,0.21,19.25,0.72,6.95,27.3,0.8,0.2,vegetative,0.3,0.28,0.12,20.9,0
2025-09-27 23:00:00,0.232,35.35,0.75,6.49,24.6,0.1,1.2,vegetative,0.3,0.28,0.12,14.5,0
2025-09-28 00:00:00,0.248,24.07,0.63,6.38,25.4,0.6,0.9,vegetative,0.3,0.28,0.12,9.7,0
2025-09-28 01:00:00,0.139,26.95,0.63,6.87,30.1,0.3,4.8,vegetative,0.3,0.28,0.12,42.3,1
2025-09-28 02:00:00,0.185,24.96,0.84,7.11,22.3,2.3,0.2,vegetative,0.3,0.28,0.12,28.6,1
2025-09-28 03:00:00,0.207,25.12,0.89,7.13,25.7,0.1,0.1,vegetative,0.6,0.32,0.14,68.0,1
2025-09-28 04:00:00,0.248,24.68,0.61,6.39,34.0,1.0,0.7,maturity,0.6,0.32,0.14,43.1,0
2025-09-28 05:00:00,0.32,16.49,0.63,6.42,31.3,1.2,0.2,vegetative,0.6,0.32,0.14,0.0,0
2025-09-28 06:00:00,0.211,23.84,0.81,6.19,16.2,2.2,0.9,vegetative,0.3,0.28,0.12,20.7,0
2025-09-28 07:00:00,0.164,15.38,0.75,6.54,21.3,2.1,0.2,vegetative,0.3,0.28,0.12,34.9,1
2025-09-28 08:00:00,0.236,21.13,0.77,6.18,38.8,3.8,0.7,vegetative,0.3,0.28,0.12,13.2,0
2025-09-28 09:00:00,0.273,18.37,0.79,6.34,33.9,0.3,0.9,vegetative,0.3,0.28,0.12,2.1,0
2025-09-28 10:00:00,0.224,23.79,0.68,6.71,25.1,0.3,0.6,flowering,0.3,0.28,0.12,16.7,0
2025-09-28 11:00:00,0.184,23.67,0.73,6.62,20.6,0.5,0.4,maturity,0.3,0.28,0.12,28.9,1
2025-09-28 12:00:00,0.258,24.41,0.73,5.96,21.8,0.8,1.5,flowering,0.3,0.28,0.12,6.5,0
2025-09-28 13:00:00,0.247,23.44,0.61,6.97,30.5,0.5,1.9,maturity,0.3,0.28,0.12,10.0,0
2025-09-28 14:00:00,0.179,18.97,0.73,6.17,37.9,1.3,0.3,flowering,0.6,0.32,0.14,84.6,1
2025-09-28 15:00:00,0.235,20.69,0.82,6.21,37.6,0.0,1.7,vegetative,0.3,0.28,0.12,13.4,0
2025-09-28 16:00:00,0.26,26.6,0.67,6.13,20.1,0.0,0.5,flowering,0.3,0.28,0.12,6.0,0
2025-09-28 17:00:00,0.267,27.34,0.72,6.3,26.5,1.3,0.7,flowering,0.6,0.32,0.14,31.6,0
2025-09-28 18:00:00,0.217,16.27,0.72,6.23,23.7,2.1,0.3,vegetative,0.3,0.28,0.12,18.8,0
2025-09-28 19:00:00,0.206,14.35,0.67,6.24,28.7,1.5,1.0,maturity,0.3,0.28,0.12,22.3,0
2025-09-28 20:00:00,0.269,18.37,0.77,5.76,21.3,0.1,0.1,maturity,0.3,0.28,0.12,3.3,0
2025-09-28 21:00:00,0.172,27.23,0.63,6.54,25.3,2.7,0.9,flowering,0.6,0.32,0.14,89.0,1
2025-09-28 22:00:00,0.238,28.07,0.83,6.57,23.7,0.7,4.6,vegetative,0.3,0.28,0.12,12.7,0
2025-09-28 23:00:00,0.165,17.38,0.76,7.17,30.6,1.4,1.4,vegetative,0.3,0.28,0.12,34.4,1
2025-09-29 00:00:00,0.263,23.54,0.61,6.65,25.4,0.2,2.3,flowering,0.3,0.28,0.12,5.2,0
2025-09-29 01:00:00,0.21,31.17,0.87,6.35,26.1,0.8,0.6,vegetative,0.6,0.32,0.14,66.2,1
2025-09-29 02:00:00,0.271,24.08,0.72,6.14,30.6,0.4,0.2,vegetative,0.3,0.28,0.12,2.8,0
2025-09-29 03:00:00,0.24,29.11,0.63,6.47,36.2,3.7,0.3,vegetative,0.6,0.32,0.14,48.2,0
2025-09-29 04:00:00,0.171,26.99,0.81,6.63,38.6,0.6,0.1,flowering,0.3,0.28,0.12,32.7,1
2025-09-29 05:00:00,0.277,17.45,0.75,6.35,30.3,1.4,0.7,flowering,0.3,0.28,0.12,0.9,0
2025-09-29 06:00:00,0.282,21.05,0.52,6.52,27.6,0.9,1.0,flowering,0.3,0.28,0.12,-0.6,0
2025-09-29 07:00:00,0.255,22.17,0.65,7.07,34.6,0.1,0.6,vegetative,0.3,0.28,0.12,7.4,0
2025-09-29 08:00:00,0.19,22.52,0.73,6.38,33.8,0.8,0.8,maturity,0.3,0.28,0.12,27.1,1
2025-09-29 09:00:00,0.208,26.58,0.48,5.93,32.4,0.8,0.4,flowering,0.3,0.28,0.12,21.7,0
2025-09-29 10:00:00,0.226,24.04,0.71,6.76,20.1,1.3,0.1,flowering,0.6,0.32,0.14,56.5,1
2025-09-29 11:00:00,0.192,7.32,0.72,6.59,34.0,0.4,0.6,flowering,0.6,0.32,0.14,76.9,1
2025-09-29 12:00:00,0.288,15.44,0.58,5.99,29.8,2.0,0.8,flowering,0.3,0.28,0.12,-2.3,0
2025-09-29 13:00:00,0.226,11.06,0.73,6.63,23.5,1.0,4.1,maturity,0.3,0.28,0.12,16.3,0
2025-09-29 14:00:00,0.112,22.88,0.7,6.2,24.6,0.0,0.4,flowering,0.6,0.32,0.14,124.9,1
2025-09-29 15:00:00,0.234,23.2,0.58,6.63,30.9,1.2,1.1,vegetative,0.3,0.28,0.12,13.9,0
2025-09-29 16:00:00,0.206,23.42,0.79,7.07,15.4,2.4,1.7,flowering,0.3,0.28,0.12,22.2,0
2025-09-29 17:00:00,0.217,17.21,0.78,6.45,27.4,1.1,0.4,vegetative,0.6,0.32,0.14,61.8,1
2025-09-29 18:00:00,0.205,25.37,0.67,6.82,24.7,0.5,2.7,vegetative,0.3,0.28,0.12,22.4,0
2025-09-29 19:00:00,0.252,25.58,0.68,6.13,24.2,0.9,0.4,vegetative,0.6,0.32,0.14,40.6,0
2025-09-29 20:00:00,0.265,15.72,0.77,6.04,25.7,0.2,3.5,vegetative,0.3,0.28,0.12,4.6,0
2025-09-29 21:00:00,0.231,14.67,0.68,7.11,20.6,0.9,0.0,vegetative,0.6,0.32,0.14,53.2,0
2025-09-29 22:00:00,0.206,22.0,0.51,6.59,33.3,0.7,1.0,vegetative,0.6,0.32,0.14,68.1,1
2025-09-29 23:00:00,0.218,30.96,0.75,6.69,17.4,0.0,1.6,flowering,0.6,0.32,0.14,61.0,1
2025-09-30 00:00:00,0.221,30.5,0.62,6.85,28.8,0.4,0.3,flowering,0.3,0.28,0.12,17.8,0
2025-09-30 01:00:00,0.188,24.82,0.66,6.34,23.8,0.2,0.1,vegetative,0.6,0.32,0.14,79.3,1
2025-09-30 02:00:00,0.243,18.35,0.85,6.75,37.9,0.5,0.0,vegetative,0.6,0.32,0.14,46.1,0
2025-09-30 03:00:00,0.238,26.43,0.69,6.7,28.1,0.3,0.1,vegetative,0.6,0.32,0.14,49.0,0
2025-09-30 04:00:00,0.282,19.74,0.7,6.11,17.4,1.8,0.8,maturity,0.3,0.28,0.12,-0.5,0
2025-09-30 05:00:00,0.27,18.16,0.75,6.95,30.7,1.2,1.8,vegetative,0.3,0.28,0.12,2.9,0
2025-09-30 06:00:00,0.193,11.28,0.75,6.89,22.5,1.3,0.1,vegetative,0.3,0.28,0.12,26.2,1
2025-09-30 07:00:00,0.253,22.51,0.61,6.11,32.9,0.4,0.1,vegetative,0.6,0.32,0.14,40.3,0
2025-09-30 08:00:00,0.182,18.85,0.69,6.56,31.1,0.0,0.0,maturity,0.6,0.32,0.14,82.8,1
2025-09-30 09:00:00,0.248,22.48,0.7,6.43,35.4,0.2,0.3,vegetative,0.3,0.28,0.12,9.6,0
2025-09-30 10:00:00,0.199,10.5,0.73,6.93,28.9,1.4,2.5,vegetative,0.3,0.28,0.12,24.2,1
2025-09-30 11:00:00,0.179,22.85,0.73,6.08,32.1,0.9,0.3,vegetative,0.3,0.28,0.12,30.3,1
2025-09-30 12:00:00,0.231,9.84,0.96,7.5,28.2,0.8,0.6,maturity,0.3,0.28,0.12,14.6,0
2025-09-30 13:00:00,0.113,27.44,0.58,6.45,25.1,0.3,0.2,vegetative,0.6,0.32,0.14,124.2,1
2025-09-30 14:00:00,0.15,24.61,0.8,6.72,33.3,0.1,0.1,flowering,0.6,0.32,0.14,102.0,1
2025-09-30 15:00:00,0.213,20.61,0.82,6.92,21.8,1.5,0.2,flowering,0.6,0.32,0.14,64.3,1
2025-09-30 16:00:00,0.223,24.81,0.75,6.44,27.8,0.0,0.2,vegetative,0.6,0.32,0.14,58.0,1
2025-09-30 17:00:00,0.205,17.11,0.63,6.47,25.2,0.1,0.1,maturity,0.6,0.32,0.14,68.9,1
2025-09-30 18:00:00,0.157,22.36,0.87,6.35,32.2,0.3,1.6,vegetative,0.3,0.28,0.12,37.0,1
2025-09-30 19:00:00,0.187,25.97,0.48,6.23,23.3,0.9,0.6,maturity,0.6,0.32,0.14,79.6,1
2025-09-30 20:00:00,0.236,6.53,0.63,6.58,26.0,4.9,0.8,flowering,0.6,0.32,0.14,50.6,0
2025-09-30 21:00:00,0.243,19.76,0.82,6.46,28.2,0.1,0.5,maturity,0.3,0.28,0.12,11.0,0
2025-09-30 22:00:00,0.219,21.89,0.66,6.35,35.4,0.6,0.2,vegetative,0.3,0.28,0.12,18.2,0
2025-09-30 23:00:00,0.266,21.02,0.86,6.36,25.3,0.9,0.1,vegetative,0.3,0.28,0.12,4.1,0
2025-10-01 00:00:00,0.236,29.29,0.55,6.67,26.0,1.7,0.1,vegetative,0.3,0.28,0.12,13.2,0
2025-10-01 01:00:00,0.19,16.38,0.59,6.26,21.3,1.2,0.2,flowering,0.6,0.32,0.14,77.9,1
2025-10-01 02:00:00,0.209,18.89,0.65,6.43,23.1,1.6,1.9,vegetative,0.3,0.28,0.12,21.4,0
2025-10-01 03:00:00,0.164,12.42,0.74,6.77,30.1,0.7,0.2,maturity,0.3,0.28,0.12,34.8,1
2025-10-01 04:00:00,0.216,29.55,0.68,6.57,28.2,0.6,0.4,flowering,0.3,0.28,0.12,19.3,0
2025-10-01 05:00:00,0.264,20.77,0.65,6.19,28.2,1.0,0.9,maturity,0.6,0.32,0.14,33.3,0
2025-10-01 06:00:00,0.247,19.81,0.84,6.49,36.7,2.3,0.7,flowering,0.3,0.28,0.12,9.8,0
2025-10-01 07:00:00,0.276,21.74,0.85,6.63,19.6,0.8,1.1,flowering,0.3,0.28,0.12,1.2,0
2025-10-01 08:00:00,0.208,25.18,0.66,6.8,39.6,0.9,0.2,vegetative,0.6,0.32,0.14,67.3,1
2025-10-01 09:00:00,0.274,23.74,0.53,6.27,33.9,0.4,0.7,maturity,0.6,0.32,0.14,27.7,0
2025-10-01 10:00:00,0.212,35.24,0.48,6.33,26.4,0.9,1.5,flowering,0.3,0.28,0.12,20.3,0
