N,P,K,pH,EC,soil_temp_C,soil_moisture,crop,growth_stage,recommended_fertilizer
42,21,41,6.86,0.95,37,42,soybean,flowering,NPK 14-35-14
43,21,35,6.87,1.36,20,25,soybean,maturity,MOP
69,24,15,5.93,1.37,22,39,soybean,flowering,DAP
27,11,25,7.47,0.97,20,45,maize,maturity,MOP
60,27,36,7.18,1.47,19,31,sugarcane,flowering,NPK 10-26-26
25,22,15,7.08,0.58,19,32,soybean,vegetative,NPK 19-19-19
24,23,36,6.16,0.5,21,32,sugarcane,maturity,MOP
63,14,21,6.57,0.88,20,21,groundnut,flowering,NPK 10-26-26
48,19,46,5.77,1.1,26,51,maize,vegetative,NPK 19-19-19
47,21,18,6.58,1.13,39,50,groundnut,flowering,NPK 10-26-26
30,19,24,5.79,0.98,29,30,maize,vegetative,Single Super Phosphate
20,33,15,6.61,0.62,26,56,groundnut,maturity,NPK 12-32-16
62,20,47,6.8,0.67,36,23,wheat,vegetative,Urea
38,34,25,6.28,1.35,29,53,wheat,flowering,NPK 14-35-14
28,11,29,6.5,1.37,33,35,soybean,vegetative,Single Super Phosphate
46,14,19,7.25,1.17,18,50,sugarcane,vegetative,NPK 19-19-19
53,16,43,5.72,1.16,27,44,groundnut,maturity,NPK 12-32-16
63,15,38,7.08,1.1,27,58,maize,vegetative,Urea
23,31,48,5.84,0.7,21,27,rice,vegetative,NPK 19-19-19
55,32,34,5.57,0.93,28,27,wheat,flowering,DAP
37,12,18,5.87,1.2,39,53,wheat,flowering,NPK 10-26-26
34,22,23,7.03,1.04,28,34,groundnut,maturity,NPK 12-32-16
32,12,36,6.31,0.52,28,24,rice,maturity,MOP
38,34,14,7.25,1.45,39,38,sugarcane,maturity,MOP
68,33,37,6.55,1.34,23,29,sugarcane,flowering,NPK 10-26-26
25,30,15,5.54,0.76,32,28,sugarcane,vegetative,NPK 19-19-19
67,15,47,6.93,1.12,19,48,soybean,maturity,MOP
31,20,26,5.72,1.42,38,59,soybean,flowering,NPK 14-35-14
56,26,43,7.08,0.6,39,56,groundnut,flowering,DAP
36,19,40,5.84,1.0,20,38,rice,maturity,NPK 12-32-16
42,21,21,6.19,0.96,22,32,groundnut,flowering,NPK 10-26-26
45,26,32,7.02,0.91,28,59,maize,vegetative,Single Super Phosphate
48,13,27,7.41,1.34,38,35,rice,flowering,NPK 10-26-26
52,11,30,6.24,0.88,29,49,maize,flowering,DAP
46,20,40,7.16,0.56,20,24,rice,vegetative,Urea
44,16,29,5.88,0.57,26,52,soybean,maturity,MOP
29,11,27,7.11,0.54,20,38,sugarcane,flowering,NPK 14-35-14
66,27,12,6.81,0.91,19,38,wheat,vegetative,Urea
42,30,13,5.89,1.22,23,36,rice,maturity,MOP
40,13,26,6.11,0.7,23,43,rice,vegetative,Single Super Phosphate
40,17,39,5.76,1.15,34,47,wheat,flowering,DAP
62,29,12,6.27,1.19,25,56,rice,vegetative,Single Super Phosphate
32,23,16,5.91,0.76,18,41,sugarcane,maturity,NPK 12-32-16
56,21,33,6.79,1.1,25,58,groundnut,maturity,NPK 12-32-16
52,31,47,7.49,1.18,39,35,wheat,maturity,NPK 12-32-16
43,30,24,5.52,0.97,32,54,wheat,vegetative,Single Super Phosphate
63,27,12,6.58,0.84,35,46,sugarcane,vegetative,Urea
30,20,27,6.65,1.12,30,31,sugarcane,maturity,MOP
36,17,33,7.33,1.48,25,47,wheat,maturity,MOP
23,11,43,6.51,0.93,37,20,sugarcane,maturity,MOP
66,34,27,6.59,0.89,35,58,groundnut,flowering,NPK 10-26-26
44,24,26,6.44,0.96,30,37,sugarcane,flowering,DAP
49,18,23,6.04,0.58,31,42,groundnut,flowering,NPK 10-26-26
28,28,12,5.61,1.05,32,41,sugarcane,maturity,NPK 12-32-16
40,29,28,6.32,0.83,23,23,wheat,flowering,NPK 14-35-14
39,17,39,5.61,0.62,18,30,rice,maturity,NPK 12-32-16
38,34,18,6.6,0.97,24,37,maize,vegetative,NPK 19-19-19
38,28,20,6.11,0.5,18,26,wheat,maturity,NPK 12-32-16
31,14,33,6.57,0.9,32,40,maize,maturity,MOP
56,20,37,5.77,0.61,23,54,sugarcane,flowering,NPK 10-26-26
61,24,23,7.37,0.52,22,56,sugarcane,vegetative,Single Super Phosphate
36,17,18,7.29,1.32,29,49,rice,vegetative,Single Super Phosphate
56,28,26,5.88,1.42,20,36,sugarcane,vegetative,Single Super Phosphate
67,32,49,6.19,0.71,39,52,maize,flowering,DAP
58,17,32,6.73,1.04,37,35,wheat,flowering,NPK 14-35-14
47,28,25,5.69,0.78,31,34,wheat,flowering,DAP
60,27,13,6.21,0.99,23,32,groundnut,flowering,NPK 14-35-14
54,19,19,6.0,0.94,21,58,rice,flowering,NPK 10-26-26
66,16,17,7.33,0.77,32,22,maize,maturity,MOP
67,18,48,7.21,1.2,34,43,sugarcane,vegetative,Single Super Phosphate
37,10,48,6.66,0.63,22,42,soybean,flowering,NPK 10-26-26
33,28,44,6.54,0.55,23,20,rice,vegetative,Single Super Phosphate
54,14,17,7.36,1.27,27,51,rice,flowering,NPK 14-35-14
63,28,37,7.36,1.17,26,52,soybean,maturity,MOP
60,10,48,7.44,1.0,21,49,wheat,vegetative,NPK 19-19-19
26,24,25,5.75,0.97,26,21,groundnut,flowering,NPK 14-35-14
60,25,48,5.82,1.0,25,37,wheat,maturity,MOP
32,32,19,6.85,0.94,20,49,wheat,maturity,NPK 12-32-16
37,16,24,6.58,0.89,39,37,soybean,vegetative,Urea
56,21,24,5.54,1.0,37,24,sugarcane,flowering,DAP
32,17,39,5.62,1.03,18,24,sugarcane,maturity,MOP
55,14,29,7.28,1.19,37,27,groundnut,maturity,NPK 12-32-16
50,19,30,7.24,1.21,22,28,groundnut,maturity,MOP
21,30,49,6.21,0.88,20,51,maize,vegetative,Urea
35,14,43,7.28,0.91,21,33,maize,vegetative,Single Super Phosphate
28,26,33,6.69,0.87,36,32,wheat,flowering,NPK 14-35-14
28,14,13,7.11,1.04,32,37,soybean,flowering,NPK 10-26-26
57,31,24,6.35,0.95,36,23,groundnut,vegetative,Single Super Phosphate
30,24,34,5.73,1.39,33,41,rice,vegetative,Urea
41,22,36,6.37,1.2,25,39,sugarcane,vegetative,Urea
52,10,39,6.41,1.4,31,34,soybean,maturity,NPK 12-32-16
55,20,22,6.6,1.21,22,26,groundnut,vegetative,Urea
64,32,44,5.71,1.47,18,32,maize,flowering,DAP
42,10,35,7.48,1.14,36,53,groundnut,maturity,NPK 12-32-16
64,20,13,5.99,1.46,22,49,sugarcane,vegetative,NPK 19-19-19
64,27,41,5.9,0.66,20,24,groundnut,flowering,DAP
53,27,28,6.55,0.55,34,20,sugarcane,vegetative,NPK 19-19-19
28,30,45,6.57,1.08,24,50,soybean,flowering,NPK 10-26-26
43,25,49,6.38,1.48,34,39,groundnut,maturity,NPK 12-32-16
27,22,33,7.04,0.92,30,38,groundnut,maturity,MOP
26,16,16,6.53,0.71,39,48,maize,flowering,DAP
55,10,27,6.72,1.02,39,57,soybean,flowering,NPK 10-26-26
37,25,24,6.95,1.15,31,29,rice,maturity,NPK 12-32-16
22,10,37,5.55,0.82,29,48,sugarcane,maturity,MOP
47,26,42,6.64,1.21,28,50,soybean,flowering,NPK 14-35-14
25,15,34,7.27,1.48,18,30,soybean,flowering,DAP
63,11,23,5.53,1.4,20,42,rice,vegetative,Urea
63,26,25,6.31,0.79,29,49,soybean,vegetative,Single Super Phosphate
40,15,29,7.35,0.83,26,44,sugarcane,maturity,NPK 12-32-16
47,23,38,6.21,0.87,19,35,wheat,maturity,NPK 12-32-16
59,27,39,6.42,0.89,31,42,wheat,vegetative,Single Super Phosphate
20,15,29,7.46,0.6,22,52,maize,vegetative,Single Super Phosphate
55,19,27,5.9,1.26,20,56,rice,maturity,MOP
40,33,27,5.63,0.87,29,47,maize,maturity,NPK 12-32-16
62,27,24,7.22,1.38,29,46,wheat,flowering,NPK 10-26-26
54,18,40,7.24,1.43,38,25,rice,flowering,NPK 14-35-14
32,17,20,6.44,0.52,24,57,soybean,maturity,NPK 12-32-16
68,19,37,6.53,1.49,18,56,soybean,vegetative,Urea
29,26,39,7.17,1.21,20,25,sugarcane,flowering,NPK 14-35-14
63,32,24,6.98,1.02,28,44,groundnut,maturity,MOP
66,15,47,6.03,0.89,30,32,wheat,vegetative,Single Super Phosphate
29,23,20,5.53,1.02,39,52,soybean,vegetative,NPK 19-19-19
65,31,25,6.46,0.82,27,52,rice,maturity,MOP
32,31,23,7.22,1.12,36,44,groundnut,flowering,NPK 10-26-26
56,15,43,7.29,0.59,21,33,groundnut,flowering,NPK 14-35-14
57,16,49,7.41,1.12,39,59,soybean,maturity,MOP
43,21,14,7.26,0.78,22,57,maize,vegetative,NPK 19-19-19
21,12,27,6.66,0.52,28,28,maize,flowering,NPK 10-26-26
41,23,31,6.39,1.05,26,37,maize,maturity,MOP
36,31,43,7.05,1.08,30,34,groundnut,flowering,DAP
55,28,34,6.98,0.93,34,23,maize,maturity,NPK 12-32-16
33,32,28,6.58,0.57,32,53,maize,flowering,DAP
29,25,27,5.67,1.39,30,57,groundnut,flowering,DAP
54,16,49,7.35,1.11,38,36,sugarcane,flowering,DAP
44,17,19,6.41,0.62,28,26,maize,maturity,MOP
22,27,30,6.23,1.01,18,51,sugarcane,maturity,NPK 12-32-16
66,34,41,6.76,1.0,25,42,sugarcane,vegetative,Single Super Phosphate
57,22,45,6.85,0.56,22,39,soybean,flowering,NPK 10-26-26
36,30,25,5.92,1.11,39,21,groundnut,flowering,DAP
31,18,33,7.17,1.31,33,40,rice,maturity,NPK 12-32-16
43,19,28,6.08,1.25,21,31,maize,flowering,NPK 10-26-26
48,30,26,5.87,0.7,36,46,rice,maturity,NPK 12-32-16
62,32,43,6.31,1.36,35,29,wheat,vegetative,Single Super Phosphate
44,18,24,6.96,0.84,19,27,sugarcane,flowering,DAP
55,24,32,7.43,1.45,30,40,wheat,maturity,MOP
45,29,44,7.12,0.57,33,41,sugarcane,maturity,NPK 12-32-16
57,11,38,7.38,0.99,39,32,maize,flowering,NPK 10-26-26
20,34,46,5.78,1.1,25,59,wheat,vegetative,Single Super Phosphate
39,22,27,5.64,0.75,36,31,groundnut,maturity,MOP
47,11,39,6.62,1.27,20,36,soybean,flowering,NPK 10-26-26
35,28,45,6.08,1.13,36,28,wheat,vegetative,Urea
66,11,12,7.16,0.52,34,59,sugarcane,maturity,NPK 12-32-16
36,12,42,6.84,1.11,26,31,groundnut,vegetative,Single Super Phosphate
59,15,47,7.44,0.99,38,28,sugarcane,maturity,MOP
47,12,44,6.01,0.7,38,49,rice,flowering,NPK 14-35-14
31,19,44,6.47,1.5,34,25,wheat,flowering,DAP
46,33,29,6.5,1.4,18,44,soybean,flowering,NPK 10-26-26
61,15,34,5.98,0.79,21,47,maize,vegetative,Single Super Phosphate
66,32,34,6.68,1.04,32,29,rice,vegetative,NPK 19-19-19
49,25,26,6.39,0.82,29,47,wheat,flowering,NPK 14-35-14
60,26,37,6.39,1.28,34,48,rice,maturity,NPK 12-32-16
53,28,41,6.23,1.43,29,55,wheat,vegetative,Single Super Phosphate
56,12,36,5.53,0.86,33,30,maize,vegetative,Single Super Phosphate
25,27,27,6.54,1.31,30,40,maize,maturity,MOP
26,16,25,6.17,1.0,28,57,soybean,maturity,MOP
51,18,28,5.5,0.9,32,45,rice,flowering,DAP
51,29,23,6.12,1.44,33,37,soybean,vegetative,Single Super Phosphate
44,21,40,6.06,1.01,23,23,wheat,maturity,NPK 12-32-16
52,14,43,6.29,0.97,28,34,maize,maturity,NPK 12-32-16
26,12,35,5.76,1.17,32,42,maize,flowering,NPK 14-35-14
31,20,24,6.52,0.76,22,25,sugarcane,flowering,DAP
35,34,31,6.88,0.82,20,26,sugarcane,vegetative,Urea
35,13,26,6.76,1.43,19,34,soybean,maturity,MOP
62,14,15,7.11,1.18,18,28,rice,flowering,DAP
55,10,45,6.4,1.33,32,49,wheat,vegetative,NPK 19-19-19
32,27,39,6.54,0.77,19,47,soybean,flowering,NPK 14-35-14
26,21,13,7.12,1.04,37,49,maize,vegetative,Single Super Phosphate
55,22,41,6.36,1.47,23,27,maize,maturity,MOP
66,18,37,6.9,0.82,29,54,maize,flowering,NPK 10-26-26
28,11,37,6.37,0.66,38,54,wheat,vegetative,Urea
51,14,31,6.34,1.01,33,45,soybean,vegetative,Urea
30,22,39,7.02,0.89,31,49,wheat,maturity,NPK 12-32-16
27,25,31,5.85,0.66,21,54,groundnut,flowering,NPK 10-26-26
52,25,22,6.18,1.39,25,57,maize,vegetative,Single Super Phosphate
42,33,21,5.95,1.49,29,30,sugarcane,vegetative,Single Super Phosphate
44,12,34,6.22,1.07,31,39,soybean,vegetative,NPK 19-19-19
27,31,48,5.96,1.27,37,50,sugarcane,vegetative,NPK 19-19-19
64,13,30,6.66,1.36,30,53,soybean,flowering,NPK 10-26-26
41,20,29,7.1,1.2,22,31,maize,flowering,DAP
23,32,38,7.07,0.54,29,47,sugarcane,vegetative,Single Super Phosphate
59,23,17,6.23,0.66,27,22,sugarcane,flowering,NPK 10-26-26
22,12,21,7.48,0.57,38,24,soybean,flowering,NPK 10-26-26
48,25,13,6.69,0.51,36,32,groundnut,maturity,MOP
60,31,35,6.3,0.81,30,31,groundnut,maturity,NPK 12-32-16
48,24,49,7.17,0.89,26,20,sugarcane,vegetative,Single Super Phosphate
53,19,39,6.96,0.74,28,38,sugarcane,maturity,MOP
53,18,39,7.0,0.56,22,48,maize,flowering,NPK 10-26-26
47,20,13,5.89,1.03,30,58,soybean,vegetative,Single Super Phosphate
32,25,16,6.44,0.77,27,44,soybean,maturity,MOP
34,19,22,7.22,1.3,35,35,rice,vegetative,Urea
42,26,21,6.51,0.51,32,36,soybean,vegetative,Single Super Phosphate
63,28,13,6.87,1.34,37,47,maize,maturity,MOP
45,11,26,6.68,1.45,29,58,sugarcane,flowering,NPK 14-35-14
23,33,48,7.18,1.22,21,24,rice,flowering,NPK 10-26-26
45,32,18,6.07,1.23,22,20,sugarcane,maturity,MOP
59,11,31,6.65,1.43,25,22,soybean,maturity,MOP
28,15,45,5.75,0.71,22,43,wheat,maturity,MOP
24,28,46,6.88,1.49,18,48,sugarcane,maturity,MOP
51,17,45,6.96,1.27,35,34,groundnut,vegetative,Urea
39,12,33,5.59,1.23,36,23,soybean,flowering,NPK 10-26-26
69,23,42,6.85,0.86,36,20,groundnut,flowering,DAP
30,34,34,6.33,1.05,27,34,maize,maturity,MOP
34,25,30,5.75,1.15,39,43,groundnut,flowering,NPK 10-26-26
51,10,15,6.34,1.12,26,50,soybean,flowering,NPK 14-35-14
47,30,35,5.89,1.2,18,39,rice,flowering,NPK 10-26-26
41,12,31,6.33,0.58,39,29,groundnut,maturity,MOP
60,31,39,6.27,0.86,37,30,wheat,maturity,NPK 12-32-16
36,27,28,6.98,0.93,20,37,wheat,flowering,NPK 10-26-26
45,18,30,7.05,0.76,30,53,wheat,maturity,MOP
63,15,46,6.71,0.67,23,47,groundnut,flowering,DAP
26,32,43,5.55,0.64,23,57,maize,maturity,NPK 12-32-16
61,30,46,7.36,0.87,35,35,wheat,flowering,NPK 10-26-26
45,34,41,6.87,0.99,22,43,sugarcane,maturity,MOP
44,10,28,5.57,0.56,34,58,maize,flowering,NPK 14-35-14
29,30,40,7.14,1.45,20,31,soybean,maturity,MOP
64,19,17,5.9,1.27,22,26,rice,maturity,MOP
38,15,28,6.66,1.23,20,55,maize,flowering,NPK 14-35-14
30,32,28,6.43,0.67,30,36,rice,vegetative,NPK 19-19-19
32,21,25,6.34,1.1,32,23,maize,flowering,NPK 10-26-26
27,13,35,7.28,1.03,34,56,soybean,flowering,NPK 10-26-26
59,22,48,6.37,1.48,32,52,rice,vegetative,Urea
23,26,43,5.65,1.25,22,38,maize,maturity,NPK 12-32-16
66,17,47,7.39,1.08,39,45,rice,vegetative,NPK 19-19-19
50,29,48,7.34,1.35,31,30,wheat,flowering,NPK 10-26-26
47,12,25,6.87,0.66,28,50,wheat,vegetative,Urea
30,21,38,6.44,0.52,31,20,groundnut,maturity,MOP
62,16,30,5.69,1.19,24,59,wheat,flowering,DAP
20,21,42,7.08,0.6,20,55,sugarcane,flowering,NPK 14-35-14
68,11,20,5.65,0.62,37,48,wheat,maturity,NPK 12-32-16
66,33,49,5.64,1.24,27,44,wheat,maturity,NPK 12-32-16
57,23,28,6.57,0.77,28,37,soybean,flowering,NPK 10-26-26
43,31,30,5.82,1.13,23,22,rice,maturity,NPK 12-32-16
66,32,15,5.52,1.42,22,37,rice,vegetative,Urea
50,14,22,6.35,0.82,37,26,wheat,vegetative,NPK 19-19-19
60,18,33,5.77,0.72,39,47,rice,vegetative,Single Super Phosphate
65,30,15,5.82,0.61,30,36,maize,vegetative,NPK 19-19-19
69,20,28,5.65,0.63,29,44,groundnut,maturity,NPK 12-32-16
45,14,19,5.91,0.56,36,37,wheat,vegetative,Urea
68,12,45,6.93,0.59,36,59,groundnut,vegetative,Single Super Phosphate
69,26,22,7.12,0.93,38,22,wheat,flowering,NPK 10-26-26
24,11,42,6.41,0.82,22,44,sugarcane,maturity,MOP
39,33,22,6.51,1.21,37,26,groundnut,maturity,MOP
60,10,49,5.57,1.37,38,29,maize,maturity,MOP
30,16,32,5.64,1.28,26,38,wheat,flowering,DAP
52,23,41,6.02,1.03,21,34,wheat,flowering,DAP
69,14,21,6.59,0.6,32,40,rice,maturity,MOP
57,28,37,6.98,1.21,20,40,wheat,vegetative,Urea
46,20,38,6.71,0.86,24,56,groundnut,flowering,DAP
53,32,19,6.28,0.59,37,47,groundnut,flowering,DAP
34,34,19,5.74,1.34,37,51,wheat,flowering,NPK 10-26-26
51,11,19,7.06,0.84,31,46,wheat,maturity,MOP
40,17,45,6.23,0.72,31,42,wheat,vegetative,Urea
65,18,27,6.97,1.37,26,29,sugarcane,flowering,NPK 14-35-14
24,12,24,6.53,1.4,20,59,maize,flowering,NPK 14-35-14
25,11,34,6.98,0.84,26,25,groundnut,maturity,MOP
57,16,23,7.31,0.85,38,43,sugarcane,vegetative,Urea
41,14,38,7.34,1.08,21,37,rice,flowering,DAP
37,30,33,6.57,1.23,34,29,soybean,maturity,NPK 12-32-16
33,14,43,6.52,0.56,23,34,wheat,maturity,NPK 12-32-16
29,29,38,6.03,1.09,33,53,groundnut,flowering,NPK 10-26-26
65,22,13,7.37,1.45,35,27,rice,maturity,NPK 12-32-16
32,30,44,6.42,0.76,30,54,groundnut,maturity,MOP
50,29,37,5.76,1.41,24,46,soybean,flowering,NPK 14-35-14
49,15,39,6.37,1.45,20,44,wheat,maturity,MOP
22,29,30,5.75,0.77,23,22,groundnut,vegetative,Urea
49,27,16,6.51,1.25,20,40,wheat,vegetative,Urea
25,34,44,6.62,0.74,29,58,soybean,flowering,DAP
48,11,31,6.18,1.24,22,51,sugarcane,vegetative,Single Super Phosphate
27,34,41,5.64,1.3,39,40,soybean,vegetative,Single Super Phosphate
63,15,19,7.39,0.75,34,28,soybean,flowering,NPK 10-26-26
64,18,49,7.05,1.22,27,20,groundnut,maturity,MOP
62,34,28,7.18,1.31,24,23,maize,vegetative,NPK 19-19-19
63,12,12,6.23,0.86,21,23,wheat,maturity,MOP
52,10,14,7.02,0.67,27,45,groundnut,flowering,NPK 14-35-14
36,10,37,6.47,0.59,24,53,wheat,vegetative,NPK 19-19-19
67,28,42,5.9,1.08,28,46,sugarcane,flowering,NPK 14-35-14
30,14,19,5.75,1.48,38,34,sugarcane,maturity,MOP
32,22,19,6.19,1.32,25,51,maize,flowering,DAP
69,28,46,5.78,0.94,25,26,maize,vegetative,Urea
30,21,39,7.5,1.04,22,33,maize,flowering,NPK 14-35-14
50,25,15,5.6,0.78,22,42,sugarcane,flowering,NPK 14-35-14
47,34,27,6.38,0.66,24,20,soybean,flowering,NPK 10-26-26
63,34,24,6.4,0.98,39,51,groundnut,maturity,NPK 12-32-16
25,28,31,6.1,0.96,21,45,wheat,maturity,NPK 12-32-16
60,12,16,6.64,1.02,19,28,wheat,maturity,NPK 12-32-16
35,21,48,5.8,1.45,36,35,groundnut,maturity,MOP
23,14,31,7.07,1.1,19,50,rice,vegetative,Urea
54,11,35,6.16,1.11,33,21,sugarcane,maturity,NPK 12-32-16
67,31,47,6.68,0.63,29,51,sugarcane,maturity,NPK 12-32-16
45,16,45,6.93,1.5,32,29,maize,vegetative,Urea
31,22,45,7.28,1.27,27,44,groundnut,maturity,NPK 12-32-16
30,34,30,7.17,1.38,23,37,rice,flowering,NPK 10-26-26
56,24,28,6.72,0.91,30,53,rice,maturity,MOP
44,31,16,6.28,1.0,23,48,sugarcane,vegetative,Urea
37,12,36,6.51,1.02,19,43,maize,flowering,NPK 10-26-26
38,30,29,7.04,0.69,31,22,wheat,vegetative,NPK 19-19-19
42,29,19,7.26,1.19,35,34,maize,flowering,DAP
57,14,38,5.71,1.4,23,22,wheat,flowering,NPK 10-26-26
37,33,26,6.27,0.66,36,50,sugarcane,flowering,NPK 14-35-14
45,17,24,7.05,0.59,31,29,maize,vegetative,NPK 19-19-19
25,31,27,6.36,1.24,30,57,rice,flowering,NPK 14-35-14
23,10,33,6.16,0.77,25,41,groundnut,flowering,NPK 14-35-14
63,17,31,6.32,1.12,22,33,soybean,flowering,NPK 14-35-14
48,33,24,6.71,1.2,30,28,rice,flowering,NPK 10-26-26
53,27,31,7.5,0.82,23,37,groundnut,flowering,NPK 10-26-26
36,29,13,6.49,1.32,39,27,wheat,maturity,NPK 12-32-16
62,25,46,5.92,1.05,36,57,sugarcane,vegetative,Single Super Phosphate
62,27,30,5.83,1.37,28,34,maize,flowering,NPK 10-26-26
35,29,48,5.58,1.26,33,34,sugarcane,flowering,DAP
21,21,17,6.62,1.37,22,25,sugarcane,flowering,DAP
53,22,25,6.59,0.52,29,31,wheat,flowering,NPK 10-26-26
27,22,15,5.91,0.74,34,38,sugarcane,flowering,NPK 14-35-14
32,19,33,6.89,0.59,19,59,maize,maturity,NPK 12-32-16
61,16,47,6.98,0.94,27,24,rice,maturity,NPK 12-32-16
27,34,45,6.02,1.39,32,46,sugarcane,flowering,NPK 10-26-26
49,23,38,6.19,0.97,36,29,maize,flowering,DAP
51,33,18,7.48,1.35,37,33,maize,flowering,NPK 14-35-14
55,25,14,6.25,0.83,34,53,wheat,vegetative,NPK 19-19-19
66,24,44,7.02,0.84,36,34,sugarcane,vegetative,NPK 19-19-19
49,21,13,6.41,1.4,36,48,wheat,maturity,MOP
20,18,27,7.09,0.93,30,45,rice,maturity,NPK 12-32-16
62,17,36,7.04,1.29,30,46,rice,vegetative,Single Super Phosphate
58,27,26,6.84,0.74,33,22,groundnut,flowering,DAP
36,32,35,7.21,1.45,39,22,maize,maturity,NPK 12-32-16
39,27,26,7.38,1.07,38,54,sugarcane,flowering,DAP
43,22,42,6.66,1.26,20,54,groundnut,flowering,DAP
69,27,25,5.97,0.59,21,25,maize,maturity,NPK 12-32-16
41,24,25,6.3,0.99,24,33,sugarcane,vegetative,Single Super Phosphate
48,13,17,7.02,1.4,20,45,wheat,vegetative,NPK 19-19-19
41,26,25,6.8,1.38,26,22,rice,vegetative,Urea
63,14,28,5.86,0.55,25,52,groundnut,flowering,DAP
28,31,29,5.6,0.8,35,32,groundnut,flowering,NPK 14-35-14
56,25,31,6.87,0.94,38,48,rice,flowering,NPK 10-26-26
29,18,28,6.0,0.67,31,28,wheat,vegetative,NPK 19-19-19
55,19,27,6.5,1.23,37,51,soybean,flowering,DAP
56,33,43,6.99,0.68,22,41,soybean,maturity,NPK 12-32-16
47,27,20,6.63,0.85,20,41,soybean,flowering,NPK 14-35-14
47,26,38,5.67,1.16,27,53,sugarcane,maturity,NPK 12-32-16
61,27,44,5.87,0.98,28,29,groundnut,vegetative,NPK 19-19-19
62,16,21,5.94,1.24,34,44,wheat,flowering,NPK 10-26-26
40,13,28,6.02,1.46,25,31,sugarcane,flowering,DAP
43,14,47,6.63,0.62,26,22,sugarcane,vegetative,NPK 19-19-19
61,32,28,6.51,1.21,25,38,wheat,flowering,NPK 10-26-26
59,25,29,5.91,0.73,37,52,sugarcane,maturity,NPK 12-32-16
21,12,34,5.64,0.91,19,45,groundnut,vegetative,NPK 19-19-19
27,27,45,5.84,0.53,21,32,wheat,maturity,NPK 12-32-16
67,32,19,7.47,0.64,33,26,soybean,vegetative,Urea
46,30,24,6.44,0.82,26,53,soybean,maturity,NPK 12-32-16
41,23,34,7.23,0.84,26,41,sugarcane,maturity,NPK 12-32-16
56,24,31,7.2,1.4,38,39,rice,maturity,NPK 12-32-16
46,26,33,6.52,1.24,22,42,wheat,flowering,NPK 14-35-14
48,10,34,6.91,1.47,20,33,maize,flowering,DAP
22,34,46,5.89,1.1,31,49,maize,flowering,NPK 10-26-26
63,30,14,6.88,0.74,32,42,sugarcane,flowering,NPK 14-35-14
32,26,45,6.04,0.83,23,38,rice,flowering,DAP
64,32,44,7.16,0.82,33,58,wheat,maturity,NPK 12-32-16
29,34,28,5.67,0.83,27,55,soybean,flowering,NPK 14-35-14
55,20,30,7.05,1.17,31,25,sugarcane,maturity,MOP
28,26,41,5.7,1.03,29,42,wheat,vegetative,NPK 19-19-19
46,23,34,7.26,0.89,26,29,wheat,maturity,NPK 12-32-16
53,29,26,6.11,0.65,36,54,wheat,flowering,NPK 14-35-14
20,28,25,6.81,0.52,29,40,rice,vegetative,Urea
51,30,13,6.48,0.72,30,51,wheat,flowering,NPK 14-35-14
44,16,29,6.23,0.61,30,49,rice,vegetative,Single Super Phosphate
48,33,17,6.79,1.29,34,52,rice,maturity,NPK 12-32-16
26,22,43,7.4,0.61,19,25,groundnut,vegetative,Single Super Phosphate
68,27,32,5.58,1.22,37,24,wheat,flowering,NPK 10-26-26
22,32,39,7.34,0.89,26,34,groundnut,vegetative,NPK 19-19-19
39,23,38,6.72,0.57,38,44,soybean,maturity,MOP
39,10,13,7.11,1.31,25,32,groundnut,vegetative,Single Super Phosphate
49,16,44,6.27,1.08,24,25,groundnut,maturity,NPK 12-32-16
54,17,27,6.44,0.74,22,56,wheat,vegetative,Single Super Phosphate
54,27,33,7.24,1.39,36,21,soybean,maturity,MOP
68,18,24,6.33,0.55,20,36,sugarcane,maturity,NPK 12-32-16
58,10,13,6.57,0.7,30,43,maize,maturity,MOP
46,31,25,5.54,1.25,23,31,sugarcane,maturity,NPK 12-32-16
45,26,49,5.82,1.21,28,33,rice,flowering,NPK 14-35-14
33,28,39,6.78,0.79,21,26,sugarcane,maturity,MOP
36,15,18,6.93,0.56,20,45,maize,flowering,NPK 14-35-14
37,12,29,6.67,1.36,21,51,maize,maturity,MOP
64,33,47,5.79,0.81,20,48,soybean,vegetative,NPK 19-19-19
48,14,47,6.39,0.7,30,58,sugarcane,vegetative,Single Super Phosphate
39,11,15,6.21,1.02,32,28,rice,flowering,DAP
46,29,41,6.49,1.41,29,33,groundnut,vegetative,Urea
37,34,35,7.24,0.54,32,36,groundnut,maturity,NPK 12-32-16
23,13,31,7.05,1.27,28,44,rice,vegetative,Single Super Phosphate
20,19,42,5.67,1.07,28,49,soybean,flowering,NPK 14-35-14
69,19,35,7.28,0.93,30,48,groundnut,vegetative,NPK 19-19-19
20,33,18,6.44,1.24,29,48,soybean,flowering,NPK 10-26-26
45,30,37,6.99,1.47,23,37,groundnut,maturity,NPK 12-32-16
64,20,24,5.78,0.73,37,50,groundnut,maturity,MOP
39,25,19,6.84,0.64,36,38,sugarcane,vegetative,Urea
42,26,16,5.97,1.41,36,36,soybean,vegetative,NPK 19-19-19
29,25,24,6.38,1.17,20,25,maize,vegetative,Single Super Phosphate
30,16,40,5.53,0.94,33,31,rice,maturity,NPK 12-32-16
60,25,31,5.8,1.07,26,57,groundnut,vegetative,Urea
